temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
9.88,8.15,99214.76,86.32,345.4,1,0.87
9.75,8.44,99282.94,93.7,343.97,1,0.85
8.86,8.17,99348.38,88.71,338.05,1,0.79
8.74,8.18,99416.85,53.87,329.91,0.98,0.78
8.87,8.03,99479.63,58.15,323.27,1,0.78
8.96,8.28,99563.74,6.1,315.25,0.98,0.8
7.76,8.82,99648.72,0,309.21,0.94,0.78
7.49,8.74,99748.3,0,294.03,0.68,0.79
6.42,7.91,99845.34,0,281.79,0.66,0.8
6.24,7.59,99878.74,0,283.27,0.61,0.8
6.05,7.49,99950.7,0,272.14,0.63,0.84
5.3,7.49,99967.5,0,273.21,0.61,0.87
5.37,7.08,100044,0,273.15,0.75,0.86
5.38,6.96,100090.41,0,282.26,0.67,0.86
5.35,6.9,100199.28,0,296.78,0.76,0.88
5.42,6.74,100299.97,0,303.63,0.74,0.87
5.56,6.63,100414.48,5.42,286.07,0.65,0.87
5.63,6.58,100518.71,93.92,295.18,0.62,0.87
7.41,7.43,100592.8,243.71,288.66,0.67,0.81
7.59,7.51,100712.4,457.08,276.41,0.52,0.8
9.48,7.96,100757.83,628.67,278.21,0.61,0.73
10.24,8.03,100820.23,786.27,281.9,0.53,0.7
10.21,8.35,100853.23,761.02,290.53,0.57,0.69
11.14,8.49,100881.27,753.75,289.62,0.64,0.66
11.18,8.35,100897.19,595.59,299.51,0.76,0.65
11.36,8.21,100914.07,649.12,307.94,0.77,0.64
11.46,8.36,100940.21,380.96,307.48,0.78,0.66
11.38,7.67,101016.22,159.13,327.62,0.82,0.67
11.29,7.17,101050.13,104.14,321.27,0.78,0.68
11.11,7.01,101128.1,10.31,324.52,0.94,0.72
9.75,6.9,101215.91,0,330.66,0.85,0.82
9.8,6.76,101253.06,0,325.96,0.91,0.82
9.64,6.59,101259.87,0,324.59,0.89,0.84
9.65,6.43,101264.37,0,326.27,0.82,0.85
9.75,6.32,101298.68,0,335.03,0.84,0.84
9.72,6.21,101280.36,0,323.83,0.92,0.85
9.84,6.04,101246.1,0,328.35,0.89,0.83
9.94,5.79,101260.8,0,338.14,0.92,0.83
9.85,5.56,101247.99,0,333.58,0.92,0.85
9.88,5.4,101309.7,0,342.94,0.97,0.85
9.87,5.32,101363.32,3.55,339.33,0.97,0.86
9.93,5.16,101447.16,57.94,321.28,0.87,0.86
11.17,6.45,101542.55,195.38,333.83,0.75,0.81
11.36,6.42,101624.29,351.14,315.7,0.98,0.78
12.85,6.03,101610.53,314.37,340.23,1,0.71
13.54,5.42,101610.82,404.18,337.92,1,0.68
13.57,5.44,101589.25,428.72,348.57,0.99,0.69
14.59,5.36,101571.39,423.27,345.13,0.98,0.64
14.54,4.9,101548.81,324.42,351.13,0.98,0.65
14.55,4.66,101554.29,246.98,355.29,1,0.65
14.5,4.56,101550.86,201.61,353.31,0.99,0.64
14.55,4.01,101592.13,159.56,338.9,0.96,0.65
14.35,3.5,101641.61,95.11,340.57,0.93,0.66
14.37,3.23,101698.75,11.56,339.7,0.85,0.66
12.11,2.92,101773.73,0,329.7,0.5,0.77
11.97,3.28,101797.94,0,325.84,0.64,0.77
10.79,3.58,101832.19,0,329.89,0.68,0.8
10.45,3.71,101849.97,0,314.82,0.52,0.81
10.23,3.72,101873.05,0,313.32,0.42,0.8
9.63,3.86,101829.83,0,318.35,0.53,0.79
9.51,4.01,101809.29,0,319.26,0.81,0.79
9.46,4.1,101808.16,0,315.12,0.92,0.78
9.32,4.22,101806.25,0,306.32,0.71,0.77
9.46,4.25,101838.12,0,301.84,0.53,0.76
9.55,4.41,101900.9,6.69,291.88,0.4,0.77
9.56,4.53,101948.82,105.04,290.78,0.46,0.78
11.17,5.33,102009.93,237.75,288.81,0.54,0.75
11.66,6.2,102042.58,486,299.72,0.65,0.74
13.13,6.08,102062.92,387.38,326.68,0.81,0.67
14.25,5.88,102050.05,497.61,329.22,0.87,0.62
14.26,5.86,102026.37,378.49,338.8,0.89,0.64
15.12,5.95,102018.82,363.11,343.02,0.81,0.61
15.28,6.23,102018.98,397.15,336.28,0.74,0.6
15.41,6.35,102035.61,389.1,324.57,0.72,0.61
13.42,6.24,102084.07,246.27,325.29,0.77,0.73
12.7,5.76,102150.41,251.27,314.77,0.86,0.77
12.51,5.26,102245.5,77.09,323.44,0.87,0.78
12.66,4.38,102319.18,10.17,335.43,0.93,0.77
10.96,2.78,102416.27,0,328.9,0.72,0.79
10.45,2.45,102480.13,0,301.41,0.44,0.79
9.1,2.2,102544.1,0,309.42,0.31,0.81
8.95,2.26,102580.49,0,300.51,0.27,0.8
8.82,2.15,102638.15,0,293.88,0.46,0.8
7.67,2.2,102590.83,0,295.56,0.38,0.8
7.92,2.01,102587.22,0,309.4,0.39,0.78
7.96,1.94,102565.3,0,299.94,0.43,0.77
7.08,1.81,102615.41,0,290.23,0.55,0.78
7.37,1.08,102654.73,0,284.85,0.94,0.77
7.45,0.77,102745.33,8.92,286.18,0.97,0.77
7.34,0.8,102821.66,107.55,285.74,0.64,0.78
10.78,1.34,102853.77,312.38,283.5,0.46,0.63
10.66,1.78,102898.88,495.07,289.18,0.65,0.66
12.18,1.92,102879.36,644.11,309.57,0.72,0.57
13.32,2.05,102890.83,815.23,289.21,0.74,0.55
13.35,2.18,102853.75,938.69,279.58,0.68,0.55
14.36,2.5,102803.36,962.35,273.1,0.52,0.54
14.36,2.75,102786.25,900.97,277.49,0.27,0.54
14.28,2.84,102742.14,784.16,273.19,0.24,0.54
13.79,2.85,102733.61,612.95,271.49,0.28,0.56
13.76,3.05,102779.92,404.98,271.74,0.34,0.55
13.55,2.82,102791.65,188.47,268.75,0.27,0.56
13.47,2.54,102838.05,22.44,264.96,0.18,0.58
9.71,2.52,102895.21,0,264.89,0.11,0.75
9.13,2.41,102938.1,0,265.47,0.05,0.78
6.98,2.27,102920.26,0,262.94,0.02,0.86
7.68,2.24,102913.62,0,264.39,0.04,0.84
7.51,1.78,102888.03,0,263.12,0.11,0.85
6.52,1.18,102836.27,0,262.45,0.23,0.89
6.36,0.94,102816.24,0,261.6,0.34,0.9
6.34,0.85,102775.89,0,261.6,0.53,0.9
5.45,0.81,102827.09,0,264.14,0.65,0.93
5.16,0.79,102810.55,0,261.26,0.7,0.94
5.3,0.74,102893.95,11.75,260.25,0.56,0.94
5.83,0.76,102911.14,157.4,261.39,0.44,0.94
10.71,0.56,102970.14,373.72,264.2,0.35,0.77
10.94,0.51,102971.89,580.97,269.66,0.48,0.73
13.85,0.61,102912.54,751.65,273.44,0.59,0.62
14.96,1.01,102872,890.97,276.17,0.72,0.58
15.15,1.19,102791.62,922,286.56,0.66,0.57
16.45,1.54,102696.81,958.01,285.06,0.85,0.54
16.65,1.97,102635.91,891.97,285.86,0.84,0.53
16.72,2.45,102568.96,767.28,286.61,0.9,0.52
16.32,2.84,102531.92,590.86,287.76,0.9,0.52
16.2,3.15,102517.77,387.99,286.8,0.94,0.53
15.88,2.92,102534.05,176.59,284.56,0.94,0.59
15.37,2.83,102552.73,21.34,281.14,0.94,0.64
11.25,2.64,102596.11,0,277.63,0.95,0.81
10.66,2.44,102602.21,0,279.41,0.93,0.84
9.82,2.59,102585.22,0,275.07,0.8,0.88
9.88,1.98,102559.84,0,273.15,0.68,0.89
9.58,1.23,102530.21,0,269.56,0.5,0.9
7.99,0.85,102494.68,0,268.18,0.37,0.93
7.7,1.04,102437,0,268.42,0.22,0.95
7.42,1.16,102401.69,0,268.4,0.48,0.96
6.72,1.48,102390.11,0,268.83,0.45,0.97
6.68,1.68,102366.67,0,273.19,0.42,0.96
7.06,1.97,102383.27,13.22,274.92,0.35,0.96
7.25,1.82,102371.38,156.72,276.48,0.27,0.94
12.9,1.27,102384.34,368.4,281.71,0.05,0.82
14.56,1.37,102346.44,582.86,286.23,0.03,0.74
18.73,1.96,102262.83,758.23,292.73,0.01,0.59
20.05,2.24,102235.04,885.73,298.09,0.02,0.55
20.48,2.2,102128.71,949.38,302.1,0.01,0.54
22.1,2.16,102040.05,964.49,305.43,0,0.48
22.37,2.12,101976.61,902.62,309.01,0,0.47
22.67,1.86,101914.49,781.62,312.03,0,0.44
22.34,1.58,101863.54,609.14,314.67,0,0.45
22,0.99,101862.25,403.97,314.6,0,0.47
21.49,1.03,101887.74,188.58,314.31,0,0.48
21.02,1.75,101868.36,24.44,310.2,0,0.52
16.38,2.36,101920.12,0,306.08,0,0.69
15.8,2.61,101925.16,0,303,0,0.72
14.08,2.7,101915.61,0,300.19,0,0.79
13.83,3.03,101873.61,0,297.11,0,0.81
13.49,3.18,101847.65,0,296.41,0.01,0.82
12.93,3.33,101758.86,0,295.37,0.04,0.82
12.69,3.31,101705.49,0,294.87,0.14,0.83
12.54,3.34,101706.87,0,300.3,0.26,0.83
12.38,3.63,101699.01,0,301.91,0.26,0.83
12.65,3.94,101696.56,0,300.5,0.26,0.81
13.11,4.11,101725.41,14.19,297.92,0.09,0.79
13.4,4.48,101754.48,153.71,308.92,0.08,0.78
18.88,4.76,101712.27,362.9,308.01,0.03,0.64
19.64,5.41,101696.86,571.62,316.07,0.01,0.62
22.72,5.89,101618.13,750.17,318.19,0.12,0.52
23.97,5.99,101590.94,863.73,324.66,0.13,0.5
24.34,5.91,101491.12,907.27,325.4,0.16,0.46
25.43,5.71,101400.43,848.28,341.17,0.62,0.4
25.49,5.56,101338.39,727.21,338.77,0.98,0.4
25.61,5.64,101249.24,648.37,350.88,0.99,0.39
24.21,4.94,101201.39,423.81,364.44,0.95,0.44
23.68,4.67,101220.36,324.69,350.03,0.95,0.46
23.47,4.41,101221.06,152.36,341.1,0.26,0.47
23.66,3.22,101249.74,21.55,352.24,0.85,0.45
19.81,2.88,101301.7,0,357.92,0.97,0.62
19.6,4.12,101377.5,0,355.13,1,0.62
18.33,5.04,101445.04,0,368.21,1,0.69
18.28,5.15,101471.95,0,363.84,1,0.68
17.95,5.01,101457.25,0,352.64,1,0.7
16.31,3.84,101395.27,0,358.04,1,0.81
15.84,2.41,101352.18,0,360.49,1,0.86
15.54,3.23,101391.01,0,361.01,1,0.89
14.14,3.74,101429.31,0,359.51,1,0.93
13.9,3.46,101504.39,0,370.64,1,0.91
13.78,3.29,101591.55,3.51,355.4,1,0.9
13.87,3.96,101682.94,45.3,352.96,1,0.88
13.11,5.27,101795.3,129.56,348.59,1,0.89
13.22,5.93,101851.77,211.49,349.65,0.97,0.86
13.18,6.23,101915.28,215.33,362.06,0.99,0.78
13.17,6.09,101967.34,311.74,361.53,0.99,0.73
13.11,5.63,101987.71,322.66,357.86,0.94,0.69
13.94,5.29,102018.03,453.64,348.59,0.82,0.61
13.92,4.79,102041.7,462.21,343.78,0.62,0.61
14.01,4.71,102038.56,459.81,324.75,0.35,0.6
13.82,4.49,102068.16,385.79,333.24,0.42,0.58
13.79,4.21,102108.53,361.79,297.88,0.44,0.59
13.7,4.04,102174.19,173.63,291.93,0.34,0.61
13.54,3.87,102226.13,25.82,283.86,0.25,0.66
11.21,3.47,102289.78,0,291.26,0.28,0.79
11.33,2.89,102348.27,0,299.01,0.3,0.8
10.14,2.69,102338.4,0,301.14,0.17,0.84
10.03,2.49,102335.79,0,300,0.17,0.83
9.76,2.21,102372.32,0,296.44,0.12,0.84
8.98,1.97,102304.26,0,298.18,0.16,0.85
9.15,2.11,102265.72,0,301.9,0.23,0.84
9.18,2.28,102251.92,0,296.52,0.2,0.83
8.36,2.41,102272.99,0,291.58,0.14,0.82
8.3,2.58,102306.63,0,267.96,0.18,0.81
8.38,2.72,102357.89,17.07,275.14,0.14,0.79
8.13,2.87,102409.66,167.84,258.06,0.14,0.78
11.45,3.37,102428.17,389.31,260.15,0.25,0.63
11.44,3.36,102460.23,583.76,261.73,0.18,0.61
13.13,3.22,102428.31,795.68,262.02,0.1,0.55
14.06,3.06,102379.26,907.57,268.75,0,0.52
14.18,3.34,102347.85,970.86,277.96,0,0.53
15.07,3.78,102286.32,995.73,268.69,0,0.53
15.03,4.19,102273.11,931.29,271.75,0,0.54
14.88,4.52,102230.01,809.74,271.63,0,0.55
13.78,4.74,102215.37,635.06,271.06,0,0.58
13.43,4.94,102262.1,424.72,272.26,0,0.59
13.29,4.65,102301.83,205.02,270.07,0,0.58
13.48,4.17,102374.35,29.95,267.62,0,0.57
10.25,3.84,102433.06,0,266.52,0.01,0.7
10.2,3.49,102462.55,0,266.11,0.05,0.7
8.57,3.4,102420.73,0,264.17,0.06,0.77
8.41,3.32,102384.65,0,265.16,0.06,0.78
7.99,3.14,102339.54,0,262.83,0.04,0.81
6.32,2.83,102260.48,0,264.21,0.04,0.86
6.36,2.52,102250.6,0,262.94,0.02,0.86
6.58,2.18,102265.88,0,263.4,0.01,0.86
6.43,1.83,102319.73,0,263.04,0.01,0.87
6.77,1.25,102314.47,0,265.38,0.01,0.86
6.81,1.28,102343.75,19.24,263.11,0,0.87
6.29,1.63,102298.44,177.21,267.7,0,0.88
10.84,1.35,102299.41,391.83,268.19,0.01,0.76
11.09,0.33,102303.2,607.63,271.55,0.02,0.76
13.91,0.49,102189.98,753.43,289.17,0.04,0.68
15.57,0.51,102137.09,880.48,287.72,0.1,0.63
16.4,1.11,102051.41,940.05,302.74,0.26,0.61
17.85,1.75,101943,762.21,325.53,0.28,0.58
18.52,1.5,101852.09,773.48,327.44,0.33,0.56
18.87,1.93,101769.17,669.56,328.28,0.31,0.55
18.78,2.4,101720.06,596.61,312.7,0.29,0.55
18.5,3.09,101742.9,361.51,318.11,0.41,0.57
17.93,3.16,101772.79,186.56,306.2,0.3,0.6
17.99,2.71,101809.4,27.39,305.37,0.15,0.61
13.67,2.71,101856.86,0,304.81,0.17,0.83
13.14,1.94,101858.26,0,299.09,0.12,0.84
11.33,1.1,101849.54,0,295.47,0.04,0.92
11.28,0.58,101816.09,0,289.07,0.03,0.93
10.5,0.85,101776.16,0,288.27,0,0.95
9.97,1.61,101674.49,0,284.75,0,0.96
9.77,2.2,101599.73,0,281.01,0,0.97
9.23,2.65,101548.25,0,276.45,0.03,0.97
9.42,3.43,101510.42,0,272.2,0.84,0.93
9.67,3.86,101492.45,0,277.26,0.93,0.88
10.39,4.17,101539.69,16.57,290.37,0.93,0.83
10.78,4.41,101523.14,142.22,298.73,0.81,0.8
15.72,4.51,101552.73,332.34,296.72,0.34,0.66
16.36,4.4,101579.17,542.23,307.75,0.34,0.63
18.67,4.17,101557.94,651.79,324.69,0.85,0.53
19.27,4.59,101562.02,671.3,331.88,0.81,0.51
18.98,4.16,101544.69,653.44,347.85,0.67,0.51
18.95,3.53,101506.99,648.71,342.8,0.66,0.53
18.88,3.4,101477.84,624.1,347.4,0.75,0.54
18.02,3.38,101445.05,303.41,353.56,0.78,0.58
16.87,3.27,101469.5,372.51,331.43,0.79,0.62
16.52,3.63,101516.87,301.72,322.33,0.73,0.64
16.23,3.8,101625.15,139.14,326.51,0.64,0.65
15.99,2.76,101684.98,20.46,328.69,0.56,0.68
12.99,2.24,101771.84,0,311.9,0.41,0.86
13.1,2.1,101839.65,0,310.56,0.42,0.85
12.03,2.47,101826.95,0,303.45,0.57,0.9
12.09,2.55,101830.26,0,317.69,0.6,0.91
12.22,2.96,101822.4,0,325.54,0.49,0.91
11.68,3.18,101810.12,0,330.8,0.71,0.91
11.56,3.55,101786.44,0,315.89,0.76,0.91
11.67,3.62,101792.38,0,335.15,0.83,0.9
10.99,3.53,101833.54,0,350.56,0.82,0.89
10.84,3.19,101879.22,0,341.25,0.74,0.85
10.89,2.82,101970.65,12.28,336.29,0.71,0.83
10.73,3.23,102027.74,122.32,322.77,0.65,0.82
13.05,2.93,102047.46,245.96,326.57,0.66,0.67
12.9,3.11,102124.99,333.6,325.02,0.66,0.68
14.3,3.16,102109.32,568.12,337.21,0.77,0.64
14.84,3.29,102105.15,657.71,344.56,0.49,0.61
14.82,3.52,102073.54,727.18,336.69,0.33,0.62
15.54,3.76,102062.73,898.89,320.68,0.33,0.58
15.45,4.01,102034.08,881.4,293.81,0.16,0.59
15.33,4.44,101991.8,801.4,290.77,0.17,0.6
14.14,4.67,102012.87,598.68,280.87,0.12,0.61
13.97,4.63,102028.78,433.98,275.64,0.11,0.6
13.93,4.25,102069.74,199.64,285.71,0.07,0.58
13.97,3.72,102103.04,35.04,278.66,0.09,0.59
11.02,3.24,102149.39,0,270.62,0.07,0.72
10.76,2.79,102162.92,0,265.75,0.03,0.73
9.1,2.5,102167.94,0,265.96,0.01,0.81
8.75,2.55,102132.35,0,262.81,0.01,0.83
8.12,2.49,102132.29,0,264.32,0,0.85
7.1,2.36,102097.18,0,263.97,0.01,0.88
7.17,2.36,102044.58,0,258.23,0.02,0.88
7.06,2.53,101995.92,0,255.87,0.05,0.89
6.53,2.63,101963.62,0,254.33,0.09,0.92
6.77,2.59,101968.77,0,262.59,0.2,0.92
7.05,2.36,102057.34,24.56,260.02,0.14,0.93
6.88,2.52,102039.19,190.02,264.76,0.08,0.93
11.93,2.15,102026.39,394.42,272.92,0.2,0.79
12.34,1.02,102032.34,609.25,276.99,0.2,0.78
15.14,0.09,101964.94,787.66,283.63,0.26,0.7
16.98,0.88,101924.56,913.27,292.21,0.09,0.64
17.88,2.26,101802.1,969.11,298.87,0.37,0.6
19.98,2.22,101731.48,937.2,321.33,0.08,0.54
20.36,1.83,101665.69,865.99,322.7,0.04,0.52
20.71,1.01,101557.28,798.24,308.88,0,0.5
20.81,0.68,101511.12,625.34,309.67,0,0.5
20.75,0.08,101470.61,423.95,309.86,0,0.51
20.41,0.33,101510.36,211.36,308.12,0.01,0.52
20.04,1.58,101539.79,35.8,305.2,0,0.54
15.8,2.52,101556.17,0,303.96,0.46,0.73
15.38,2.94,101511.79,0,300.12,0.77,0.76
13.69,2.91,101488.87,0,303.91,1,0.82
13.43,2.88,101461.65,0,305.13,0.98,0.83
13.38,2.92,101477.94,0,304.8,0.98,0.83
12.9,2.98,101408.31,0,308.9,1,0.84
12.84,3.01,101354.1,0,309.32,0.82,0.83
12.74,3.09,101338.88,0,298.58,0.9,0.82
13.07,3.49,101342.82,0,298.93,0.92,0.81
13.25,3.88,101354.07,0,303.62,0.74,0.79
13.49,4.36,101391.6,23.61,299.66,0.04,0.78
13.78,4.87,101409.04,189.32,296.69,0,0.77
18.37,4.97,101378.29,402.84,301.34,0.12,0.65
18.95,6.1,101323.12,607.77,307.64,0.31,0.64
22.22,6.75,101205.43,779.27,314.54,0.16,0.55
23.57,6.97,101133.79,897.38,321.96,0.17,0.51
23.83,7.1,101102.96,952.92,333.83,0.26,0.5
25.1,7.25,101018.86,934.03,335.16,0.22,0.46
25.21,7.15,100905.97,835.31,352.85,0.54,0.46
25.11,6.93,100834.43,728.49,347.81,0.74,0.46
24.19,6.51,100830.35,598.23,343.13,1,0.48
24.12,5.45,100808.53,375.46,343.24,1,0.49
23.9,5.04,100854.71,169.16,346.02,1,0.49
23.93,4.99,100864.69,21.9,357.33,1,0.49
21.65,5.93,100867.26,0,360.67,1,0.57
21.53,6.01,100857.38,0,359.65,1,0.58
20.51,5.65,100785.72,0,355.67,0.98,0.62
20.42,5.31,100764.63,0,351.88,0.59,0.62
20.34,4.74,100696.38,0,353.5,0.81,0.62
19.75,4.42,100596.31,0,366.86,0.99,0.65
19.76,3.17,100556.18,0,377.21,1,0.66
19.94,2.18,100602.23,0,375.27,1,0.64
18.27,1.84,100650.29,0,379.22,1,0.77
18.37,0.62,100666.21,0,370.35,1,0.77
18,1.3,100725.89,8.14,369.17,1,0.8
18.02,2.25,100707.48,52.42,374.46,1,0.8
18.38,2.25,100660.05,96.16,375.01,1,0.85
18.81,2.07,100660.29,221.06,375.79,1,0.84
20.02,1.95,100618.74,412.26,374.82,1,0.76
20.54,3.07,100602.76,431.93,376.94,1,0.73
20.61,2.77,100553.9,419.64,389.39,1,0.72
19.08,3.32,100538.62,242.47,393.74,1,0.8
18.35,3.53,100570.52,203.11,391.11,1,0.84
17.64,3.68,100567.76,111.09,391.69,1,0.88
16.05,3.79,100575.31,94.35,388.93,1,0.92
15.26,4.13,100640.62,47.48,382.78,1,0.95
14.85,4.25,100673.17,26.23,382.64,1,0.96
14.7,4.09,100695.81,5.01,378.39,1,0.96
13.94,2.67,100812.5,0,380.63,1,0.95
13.95,3.21,100833.19,0,379.8,1,0.95
13.52,3.94,100750.03,0,376.39,1,0.97
13.56,3.11,100666.03,0,376.98,1,0.97
13.5,3.69,100662.13,0,375.9,1,0.98
13,4.8,100477.73,0,376.16,1,0.98
13.03,5.13,100363.78,0,373,1,0.97
13.11,4.68,100414.05,0,372.93,1,0.98
12.56,4.41,100389.2,0,372.63,1,0.98
12.61,4.13,100392.06,0,372.1,1,0.98
12.6,4.03,100496.41,2.37,370.14,1,0.97
12.31,5.28,100618.51,19.48,366.68,1,0.96
12.28,6.31,100788.7,45.35,368.21,1,0.92
12.11,6.55,100872.48,63.02,365.91,1,0.91
13.12,6.75,101016.75,180.12,361.85,1,0.84
13.44,6.09,101093.97,235.32,359.18,0.94,0.79
13.19,6.15,101155.45,214.39,354.37,0.89,0.79
13.78,6.28,101182.88,415.9,342.75,0.92,0.73
13.77,6.25,101252,331.9,351.35,0.97,0.72
13.72,6.34,101281.97,254.67,355.95,0.98,0.73
12.29,6.18,101363.25,163.67,353.44,0.99,0.79
11.79,5.69,101502.12,141.09,343.91,0.99,0.82
11.63,5.29,101618.51,47.45,341.71,0.98,0.83
11.79,5.03,101739.36,9.86,346.17,0.9,0.82
10.37,4.47,101793.27,0,335.1,0.89,0.85
10.36,3.51,101862.1,0,327.92,0.7,0.84
9.63,2.83,101873.35,0,321.33,0.53,0.85
9.72,2.46,101883.6,0,323.24,0.63,0.84
9.4,2.2,101897.26,0,312.51,0.74,0.86
8.64,2.11,101839.79,0,303.13,0.78,0.88
8.73,2.39,101802.7,0,315.37,0.58,0.88
8.79,2.76,101804.75,0,308.71,0.46,0.88
8.21,2.8,101840.57,0,302.09,0.49,0.89
8.2,2.59,101858.9,0,281.8,0.46,0.88
8.29,2.29,101920.81,22.13,294.57,0.47,0.88
8.29,2.53,101964.46,156.3,292.92,0.34,0.86
10.8,3.5,101967.38,369.18,282.13,0.36,0.77
10.84,3.69,101991.89,491.51,297.59,0.45,0.76
12.38,3.63,101981.01,587.56,315.48,0.62,0.67
13.08,3.65,101927.81,618.96,312.89,0.66,0.63
13.04,3.6,101853.57,589.14,313.67,0.67,0.63
13.94,3.75,101791.28,683.64,320.16,0.64,0.6
14.07,3.86,101796.13,725.84,301.65,0.65,0.59
14.02,3.8,101741.24,599.07,322.36,0.64,0.59
13.25,3.48,101714.53,468.5,323.42,0.41,0.63
13.08,3.41,101770.49,350.21,294.41,0.42,0.65
12.73,3.16,101795.34,201.24,287.18,0.36,0.67
12.73,2.52,101862.94,39.77,284.17,0.4,0.67
10.38,1.89,101920.81,0,282.58,0.86,0.8
10.47,1.65,101960.91,0,309.78,0.98,0.8
9.9,1.22,101901.77,0,314.81,0.99,0.83
10.02,1.42,101870.92,0,320.76,0.98,0.84
9.47,1.32,101828.24,0,313.19,0.99,0.88
9.79,1.43,101754.05,0,311.29,0.95,0.9
10.36,1.65,101683.89,0,337.32,0.86,0.88
10.53,2.25,101660.99,0,339.55,0.85,0.88
10.73,2.85,101628.94,0,348.23,0.87,0.88
10.63,3.2,101647.03,0,321.88,0.83,0.9
10.83,3.38,101753.39,16.96,333.41,0.87,0.91
10.6,4.51,101816.33,105.72,321.5,0.85,0.92
12.46,4.54,101860.89,209.63,335.76,0.98,0.89
12.4,4.18,101914.96,248.96,349.07,0.94,0.89
14.21,3.93,101918.27,473.21,351.62,0.81,0.8
15.27,3.7,101872.61,514.52,338.8,0.79,0.75
15.56,3.75,101823.96,587.13,339.73,0.74,0.73
16.12,4.05,101751.5,516.67,355.99,0.82,0.71
15.76,4.54,101714.72,359.22,359.23,0.74,0.73
15.26,4.69,101662.3,319.57,358.23,0.69,0.76
14.78,4.47,101689.18,240.98,352.26,0.58,0.78
14.62,4.69,101726.07,232.98,333.66,0.7,0.79
14.63,4.2,101784.46,116.58,335.52,0.78,0.78
14.73,4.04,101842.93,21.21,339.24,0.93,0.76
12.1,4.12,101911.26,0,348.34,0.92,0.87
12.08,4.44,102014.6,0,350,1,0.86
11.09,4.59,101993.48,0,352.11,0.93,0.85
11.12,4.07,102037.83,0,351.11,0.84,0.83
11.03,3.59,102030.23,0,346.04,0.8,0.79
10.12,3.31,101997.08,0,337.47,0.68,0.78
9.87,3.09,101982.91,0,330.48,0.68,0.78
9.79,3.05,101987.99,0,322.64,0.58,0.79
9.15,2.85,101998.59,0,308.33,0.64,0.81
9.09,2.81,102051.18,0,307.91,0.67,0.82
9.36,2.89,102135.46,20.37,314.35,0.76,0.83
9.5,3.09,102172.66,122.46,317.08,0.73,0.83
11.61,3.58,102201.95,284.61,314.36,0.62,0.73
11.65,4.04,102227.63,387.5,328.41,0.63,0.72
12.58,4.02,102234.31,501.66,329.3,0.79,0.68
12.74,4.07,102239.16,403.11,332.7,0.78,0.66
12.99,4.08,102211.22,579.75,317.14,0.83,0.66
13.44,4.07,102193.75,585.15,324.99,0.85,0.65
13.3,4.15,102172.19,534.02,325.4,0.86,0.66
13.17,4.19,102170.6,447.36,326.33,0.95,0.66
12.55,4.13,102175.96,272.4,335.35,0.96,0.66
12.52,3.96,102224.31,201.01,329.33,0.98,0.66
12.5,3.72,102246.76,100.09,333.1,0.97,0.65
12.48,3.45,102307.26,21.37,338.48,0.88,0.66
10.68,3.08,102345.14,0,333.94,0.49,0.76
10.39,2.95,102384.81,0,314.62,0.58,0.79
9.22,2.77,102400.24,0,304.82,0.58,0.86
8.79,2.63,102430.29,0,291.79,0.53,0.88
8.95,2.5,102431.24,0,301.74,0.58,0.88
8.28,2.34,102386.72,0,306.62,0.48,0.89
8.28,2.39,102363.56,0,295.72,0.43,0.89
8.32,2.38,102367.1,0,304.49,0.38,0.87
7.53,2.35,102360.79,0,293.38,0.4,0.88
7.79,2.23,102378.53,0,291.18,0.37,0.87
7.96,2.24,102429.22,27.77,288.41,0.22,0.86
8.12,2.71,102471.43,184.25,281.16,0.29,0.86
11.51,2.9,102494.89,373.6,280.38,0.4,0.71
11.89,3.37,102486.06,515.22,289.29,0.49,0.67
13.13,3.45,102488.43,644.79,308.28,0.68,0.6
14.16,3.56,102456.41,650.44,313.79,0.69,0.57
14.16,3.56,102384.73,587.35,315.59,0.84,0.57
15.04,3.8,102333.58,550.21,337.87,0.92,0.56
15.16,4.56,102310.1,660.48,332.02,0.8,0.56
15.09,5.38,102244.47,430.17,345.79,0.64,0.58
15.24,5.37,102230.67,508.18,316.66,0.67,0.57
15.32,5.06,102251.2,364.2,307.42,0.65,0.57
15.22,4.78,102260.3,176.15,320.33,0.42,0.58
15.04,5,102337.85,45.03,288.57,0.05,0.58
12.37,4.87,102388.32,0,294.4,0.03,0.66
11.75,5.01,102463.25,0,277.01,0.02,0.68
10.42,4.88,102460.09,0,279.68,0.01,0.74
10.18,4.8,102474.58,0,266.97,0.02,0.77
9.99,4.76,102451.39,0,266.73,0.01,0.78
8.93,4.51,102381.24,0,264.66,0,0.83
8.73,4.26,102361.47,0,263.91,0.01,0.84
8.36,4.01,102346.72,0,265.82,0.03,0.85
7.63,3.81,102371.26,0,271.42,0.08,0.88
7.6,3.64,102428.1,0,271.61,0.15,0.88
8.4,3.72,102473.42,35.99,279.91,0.35,0.87
8.48,3.47,102517.46,184.13,284.89,0.4,0.88
12.6,3.57,102534.37,390.05,292.68,0.35,0.73
13.37,3.23,102523.14,564.41,299.64,0.3,0.7
15.86,2.79,102470.99,710.81,302.4,0.18,0.61
17.58,2.48,102414.57,907.31,302.4,0.14,0.55
